Run;ReleaseDate;LoadDate;spots;bases;spots_with_mates;avgLength;size_MB;AssemblyName;download_path;Experiment;LibraryName;LibraryStrategy;LibrarySelection;LibrarySource;LibraryLayout;InsertSize;InsertDev;Platform;Model;SRAStudy;BioProject;Study_Pubmed_id;ProjectID;Sample;BioSample;SampleType;TaxID;ScientificName;SampleName;g1k_pop_code;source;g1k_analysis_group;Subject_ID;Sex;Disease;Tumor;Affection_Status;Analyte_Type;Histological_Type;Body_Site;CenterName;Submission;dbgap_study_accession;Consent;RunHash;ReadHash
SRR27453124;8/01/2024 6:45;8/01/2024 6:42;1;32;1;32;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27453/SRR27453124/SRR27453124.1;SRX23125017;neg_PCR_5_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078408;SAMN38358254;simple;256318;metagenome;112_099_000000_999_3517_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;A8B09D55689EA0A11AB6EE7870D8566C;DA9D1342E22BBABD8EBEEE1B35530447
SRR27453121;8/01/2024 6:45;8/01/2024 6:42;1214;419961;1214;345;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453121/SRR27453121.lite.1;SRX23125020;neg_PCR_6_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078411;SAMN38358257;simple;256318;metagenome;112_099_000000_999_3518_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;E8D4D472DAB863D66E733B1E09D2C66A;CE788812B9213358FCDA2E8D2F71AA6F
SRR27604493;18/01/2024 10:13;18/01/2024 9:44;5;2581;5;516;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604493/SRR27604493.1;SRX23272704;PCR neg 1_1_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174989;SAMN39326826;simple;256318;metagenome;112_099_0_999_4107_460_01_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;39B43A7545620CFC04FD28BEF8901013;1C5BC4FFE54D4F3E3BC5CF930614657F
SRR27604119;18/01/2024 10:13;18/01/2024 9:43;5;2626;5;525;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604119/SRR27604119.1;SRX23272693;PCR neg 2_1_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174978;SAMN39326835;simple;256318;metagenome;112_099_0_999_4108_460_01_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;809C96ECA377BAA40B3AF806E0CBA0FB;3B04BFB6E345927C4FD946AE53F64D10
SRR27604315;18/01/2024 10:13;18/01/2024 9:43;4;1324;4;331;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604315/SRR27604315.1;SRX23272882;PCR neg 3_1_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175167;SAMN39326868;simple;256318;metagenome;112_099_0_999_4109_460_01_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;6069D44C5D67C56D903F951581763772;EA943F428CFE961290930F0D0BC445D1
SRR27604217;18/01/2024 10:13;18/01/2024 9:43;145;73763;145;508;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604217/SRR27604217.lite.1;SRX23272595;PCR neg 2_2_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174880;SAMN39326893;simple;256318;metagenome;112_099_0_999_4111_460_02_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;B7EB954545E16F73C49FAF421D314C72;ECC3C70E8976970356EDE82A22C043C8
SRR27604109;18/01/2024 10:13;18/01/2024 9:43;2;538;1;269;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604109/SRR27604109.1;SRX23272703;PCR neg 3_2_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174988;SAMN39326926;simple;256318;metagenome;112_099_0_999_4112_460_02_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;F8A3B2E43B629E3B33D749D02EF4DAF6;F08500141965834B6B7A6954E3C22C49
SRR27604474;18/01/2024 10:13;18/01/2024 9:44;14;6134;14;438;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604474/SRR27604474.1;SRX23272723;PCR neg 1_3_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175008;SAMN39326942;simple;256318;metagenome;112_099_0_999_4113_460_03_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;3420151DE8FA58A84A3D045EF8AA65CF;1CCB3D1E4763BFAB1773D3D28C71334E
SRR27604392;18/01/2024 10:13;18/01/2024 9:44;9;4803;9;533;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604392/SRR27604392.1;SRX23272805;PCR neg 2_3_run1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175089;SAMN39326951;simple;256318;metagenome;112_099_0_999_4114_460_03_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;736F8C33EC58A4E595212BC353828E2E;3CDF6DF629D003A20946921951A2FE79
SRR27604284;18/01/2024 11:39;18/01/2024 10:47;2;542;0;271;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604284/SRR27604284.1;SRX23272913;PCR neg 3_3_run1;AMPLICON;PCR;METAGENOMIC;SINGLE;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175198;SAMN39326984;simple;256318;metagenome;112_099_0_999_4115_460_03_4161;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;FE4773256D88F9033468420E32B6B44D;4FDE114DEEDC34ED7C7A715202EB86D4
SRR27604194;18/01/2024 10:13;18/01/2024 9:43;6;3076;6;512;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604194/SRR27604194.1;SRX23272618;PCR neg 1_1_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174903;SAMN39327000;simple;256318;metagenome;112_099_0_999_4118_460_01_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;585495A9EE7A32C69D599A924C0D5047;6225FEA8D6B71539737EEC5A7A57C416
SRR27604184;18/01/2024 10:13;18/01/2024 9:44;47328;23345390;47328;493;13;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604184/SRR27604184.lite.1;SRX23272628;PCR neg 2_1_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174913;SAMN39327009;simple;256318;metagenome;112_099_0_999_4155_460_01_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;9F716DB7228BAD0491F615FEAB24C224;0F728587C35ABB95B4793B7235EA91F4
SRR27604359;18/01/2024 10:13;18/01/2024 9:43;5933;2989062;5933;503;1;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604359/SRR27604359.lite.1;SRX23272838;PCR neg 3_1_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175123;SAMN39327046;simple;256318;metagenome;112_099_0_999_4192_460_01_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;33F9E14A51C2CDB45DACF873B0DADEDD;C4DCF01DAE80F3B1FEE83DEC8FAA877A
SRR27604262;18/01/2024 10:14;18/01/2024 9:43;10;718;4;71;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604262/SRR27604262.1;SRX23272935;PCR neg 4_1_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175220;SAMN39327068;simple;256318;metagenome;112_099_0_999_4214_460_01_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;F51D8DCB0709D039A9CD44928EA47018;A85B84D72BE94012336D5367F8B6E98D
SRR27604258;18/01/2024 10:14;18/01/2024 9:43;44;20621;44;468;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604258/SRR27604258.lite.1;SRX23272939;PCR neg 1_2_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175224;SAMN39327072;simple;256318;metagenome;112_099_0_999_4220_460_02_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;AA01E6B034137E355211355FB6841415;727850A5114DC2F1050CA697A5B0081F
SRR27604176;18/01/2024 10:13;18/01/2024 9:44;62231;30905293;62231;496;17;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604176/SRR27604176.lite.1;SRX23272636;PCR neg 2_2_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20174921;SAMN39327081;simple;256318;metagenome;112_099_0_999_4257_460_02_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;C8141CC2464B8B1BCB2907D04E79C43D;ACB44CE478A66AFA027E4880C292A76B
SRR27604423;18/01/2024 10:13;18/01/2024 9:44;17988;8980491;17988;499;5;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604423/SRR27604423.lite.1;SRX23272774;PCR neg 3_2_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175059;SAMN39327118;simple;256318;metagenome;112_099_0_999_4294_460_02_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;4C9493D6F79B10B932EAE52A2EA72142;1734FDCE5286F86BABBD6067F9008512
SRR27604323;18/01/2024 10:13;18/01/2024 9:43;15;7102;15;473;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-run-936/SRR027/27604/SRR27604323/SRR27604323.1;SRX23272874;PCR neg 1_3_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175159;SAMN39327144;simple;256318;metagenome;112_099_0_999_4322_460_03_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;CEA0018C235CDF69D5A7C1E1B094F356;0DD77885FA5B8DA71222F1B50886B06B
SRR27604241;18/01/2024 10:14;18/01/2024 9:43;1494;524346;1471;350;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604241/SRR27604241.lite.1;SRX23272956;PCR neg 2_3_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175241;SAMN39327153;simple;256318;metagenome;112_099_0_999_4359_460_03_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;211ABAF1A6088192D2D54675F4708796;83F71733F9E879426591D7E6EBA39CC8
SRR27604418;18/01/2024 10:13;18/01/2024 9:44;33395;15339417;33395;459;8;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604418/SRR27604418.lite.1;SRX23272779;PCR neg 3_3_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175064;SAMN39327190;simple;256318;metagenome;112_099_0_999_4396_460_03_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;F3C1C1A6B2A287F37CC0E64714B4D413;DD43C889546E674997EDD388E53F0EC4
SRR27604395;18/01/2024 10:13;18/01/2024 9:44;136;44668;131;328;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27604/SRR27604395/SRR27604395.lite.1;SRX23272802;PCR neg 4_3_run2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20175088;SAMN39327212;simple;256318;metagenome;112_099_0_999_4418_460_03_4091;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1786667;;public;04E0F6ACF2C32AB2451168B39B478781;F53F58BD44B923AA5B7341B73E8C796E
SRR27453230;8/01/2024 7:21;8/01/2024 7:16;1125;444554;1125;395;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453230/SRR27453230.lite.1;SRX23124912;ft115bis_bottom_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078303;SAMN38357763;simple;1561972;seawater metagenome;112_099_111209_999_3486_460_01_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;CFF1754C331872CFF7B49342FA754C7C;A2E49595D7DC0C0A8EA1AC9785DB34E4
SRR27453219;8/01/2024 7:21;8/01/2024 7:15;2300;933962;2300;406;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453219/SRR27453219.lite.1;SRX23124923;ft115bis_bottom_3_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078314;SAMN38357764;simple;1561972;seawater metagenome;112_099_111209_999_3486_460_02_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;4323EDA6DC7D22893B203D2497400F1B;5AD8A298867D898DAFD39D648FBDBE44
SRR27453216;8/01/2024 7:17;8/01/2024 7:11;9017;4218901;9017;467;2;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453216/SRR27453216.lite.1;SRX23124926;ft230_bottom_1_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078317;SAMN38357832;simple;1561972;seawater metagenome;112_099_221020_999_3467_460_01_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;9E500FC929DD2FED80C4B1F19E86DFFE;A05F003605D87C44D6104DF2B097FCB4
SRR27453215;8/01/2024 7:17;8/01/2024 7:10;9519;4622761;9519;485;2;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453215/SRR27453215.lite.1;SRX23124927;ft230_bottom_1_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078319;SAMN38357833;simple;1561972;seawater metagenome;112_099_221020_999_3467_460_02_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;9A0EF7F244BD1EB3C38780D359D39DEA;6023A559BCAADEEFD43EA3D9F6E8FB7D
SRR27453213;8/01/2024 7:17;8/01/2024 6:58;27224;12195048;27224;447;6;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453213/SRR27453213.lite.1;SRX23124928;ft230_bottom_1_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078318;SAMN38357834;simple;1561972;seawater metagenome;112_099_221020_999_3467_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;C13C9029B01953808319530B43DFD0DF;321CEAC0B480AEA5625E9F72930160CE
SRR27452869;8/01/2024 6:13;8/01/2024 6:02;35273;15714688;35273;445;8;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27452/SRR27452869/SRR27452869.lite.1;SRX23124784;ft230_bottom_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078175;SAMN38357835;simple;1561972;seawater metagenome;112_099_221020_999_3468_460_01_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;5D61A9D6F4B00820AE372C18E0160242;C806891817F144968139C7FD0064F89C
SRR27452868;8/01/2024 6:13;8/01/2024 6:02;29004;14258384;29004;491;7;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27452/SRR27452868/SRR27452868.lite.1;SRX23124785;ft230_bottom_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078176;SAMN38357836;simple;1561972;seawater metagenome;112_099_221020_999_3468_460_02_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;277098EA93532672B8B6500124B0C701;3A436D6829C52FC28A12D974E0D891F4
SRR27452867;8/01/2024 6:13;8/01/2024 6:02;28690;12230203;28690;426;6;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27452/SRR27452867/SRR27452867.lite.1;SRX23124786;ft230_bottom_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078177;SAMN38357837;simple;1561972;seawater metagenome;112_099_221020_999_3468_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;B1637F38DB751A35AC6B190E506A7FF2;F410162A24E23106FA76BEEC15086EFC
SRR27453129;8/01/2024 6:50;8/01/2024 6:48;14671;6519708;14671;444;3;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453129/SRR27453129.lite.1;SRX23125012;ft120_surface_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078402;SAMN38357805;simple;1561972;seawater metagenome;112_099_221020_999_3472_460_01_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;283B4B6B41B166F90F30D517FA8201D8;ED59A83D91104F7E74DD3957C4EE0C9C
SRR27453120;8/01/2024 6:45;8/01/2024 6:42;3154;1511646;3154;479;0;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453120/SRR27453120.lite.1;SRX23125021;ft120_surface_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078412;SAMN38357806;simple;1561972;seawater metagenome;112_099_221020_999_3472_460_02_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;89DCA01033DE97BED060E530ABD9AB6F;A4AE051361040CDD7BCDD05B168FE532
SRR27453118;8/01/2024 6:45;8/01/2024 6:42;7183;3124978;7183;435;1;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453118/SRR27453118.lite.1;SRX23125023;ft120_surface_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078416;SAMN38357807;simple;1561972;seawater metagenome;112_099_221020_999_3472_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;7AB5F91F8E2B8DECC7A4BD6F0466C80E;0BB107F279E4B684F81BC29A1CF1A3EB
SRR27453233;8/01/2024 7:21;8/01/2024 7:16;12140;5558106;12140;457;3;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453233/SRR27453233.lite.1;SRX23124909;ft120_surface_5_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078300;SAMN38357814;simple;1561972;seawater metagenome;112_099_221020_999_3473_460_01_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;84749AA2D14502E9CF390C3CED90ACF7;249914E37EE853D8406C6BBB4F6B06F0
SRR27453232;8/01/2024 7:21;8/01/2024 7:16;15514;7591897;15513;489;4;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453232/SRR27453232.lite.1;SRX23124910;ft120_surface_5_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078302;SAMN38357815;simple;1561972;seawater metagenome;112_099_221020_999_3473_460_02_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;6BC8F9DD9DF948B38542117B2ABDB583;21FB39FF8BC111A2A59EDE2CE285B169
SRR27453231;8/01/2024 7:21;8/01/2024 7:16;19298;9055859;19298;469;4;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27453/SRR27453231/SRR27453231.lite.1;SRX23124911;ft120_surface_5_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20078301;SAMN38357816;simple;1561972;seawater metagenome;112_099_221020_999_3473_460_03_3841;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1781091;;public;42E9BCB454A9483BEA3BE95B5125727E;7B9C23D78762EB71C7143ED572E39692
SRR27694725;23/01/2024 10:18;23/01/2024 10:00;116813;58875612;116812;504;32;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27694/SRR27694725/SRR27694725.lite.1;SRX23361568;ft7806_2_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20224125;SAMN39327380;simple;1561972;seawater metagenome;112_099_221122_999_3246_459_01_3831;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1785728;;public;443E38913C66DAA5D66728746959318D;7C84BFB2446219DBDD33AE3D8A8F09EB
SRR27694655;23/01/2024 10:18;23/01/2024 9:59;122512;61879809;122511;505;34;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27694/SRR27694655/SRR27694655.lite.1;SRX23361638;ft7806_2_2;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20224195;SAMN39327466;simple;1561972;seawater metagenome;112_099_221122_999_3246_459_02_3831;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1785728;;public;9F0DC6E24A4CB99510A88B6899C15999;27D7FA699E2B56DCD366264C20870229
SRR27694515;23/01/2024 12:27;23/01/2024 12:07;89489;44879311;89481;501;25;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27694/SRR27694515/SRR27694515.lite.1;SRX23361778;ft7806_2_3;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20224336;SAMN39327552;simple;1561972;seawater metagenome;112_099_221122_999_3246_459_03_3831;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1785728;;public;6F9E9BF822CD295D2D4B40D62FE3CAA3;1A31F0E849A2C877E99FDB3BCA8ED3BF
SRR27694686;23/01/2024 10:02;23/01/2024 9:59;41220;20250741;41220;491;11;;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR027/27694/SRR27694686/SRR27694686.lite.1;SRX23361607;ft7806_3_1;AMPLICON;PCR;METAGENOMIC;PAIRED;0;0;ILLUMINA;Illumina MiSeq;SRP475428;PRJNA1032405;;1032405;SRS20224164;SAMN39327381;simple;1561972;seawater metagenome;112_099_221122_999_3247_459_01_3831;;;;;;;no;;;;;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;SRA1785728;;public;1988C77C7AAD192D6FCBEF8F7E323500;C3A66449124477E1E50559D4536299CE
