Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;BioSampleModel;Bytes;Center Name;Collection_Date;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Depth;env_broad_scale;env_local_scale;env_medium;Experiment;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;Instrument;lat_lon;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;Repeat_experiment;create_date;version;samp_collect_device;samp_mat_process;samp_size;samp_vol_we_dna_ext;Sample Name;size_frac;SRA Study;neg_cont_type;tot_depth_water_col;silicate;samp_store_dur;samp_store_loc;samp_store_temp
SRR27026499;AMPLICON;444;12049226;PRJNA1032405;SAMN38110701;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;7039743;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718202;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530735 N 2.854382 E;NJ2021_ftWT3bis_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_3_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211207_999_2957_455_01_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026500;AMPLICON;426;20245401;PRJNA1032405;SAMN38110700;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;11974108;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718201;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_2_3;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;990;112_095_211209_999_2956_455_03_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026501;AMPLICON;464;18421696;PRJNA1032405;SAMN38110699;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;11395816;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718200;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_2_2;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;990;112_095_211209_999_2956_455_02_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026502;AMPLICON;405;7496683;PRJNA1032405;SAMN38110698;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4279602;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718199;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_2_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;990;112_095_211209_999_2956_455_01_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026503;AMPLICON;436;7648116;PRJNA1032405;SAMN38110697;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4575822;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718198;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_1_3;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211213_999_2955_455_03_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026504;AMPLICON;455;1198930;PRJNA1032405;SAMN38110696;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;791818;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718197;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_1_2;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211213_999_2955_455_02_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026505;AMPLICON;406;2933234;PRJNA1032405;SAMN38110695;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1693200;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;23/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718196;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.530738 N 2.85438 E;NJ2021_ftWT3bis_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT3bis_1_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211213_999_2955_455_01_3331;0.45;SRP475428;not applicable;23.2;;;;
SRR27026506;AMPLICON;477;37832425;PRJNA1032405;SAMN38110688;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;23633621;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;20/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718195;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.52077 N 2.852427 E;NJ2021_ftWT2bis_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT2bis_7_3;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1040;112_095_211208_999_2870_455_03_3331;0.45;SRP475428;not applicable;23.3;;;;
SRR27026507;AMPLICON;489;2092147;PRJNA1032405;SAMN38110687;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1390722;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;20/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718194;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.52077 N 2.852427 E;NJ2021_ftWT2bis_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT2bis_7_2;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1040;112_095_211208_999_2870_455_02_3331;0.45;SRP475428;not applicable;23.3;;;;
SRR27026508;AMPLICON;423;14036746;PRJNA1032405;SAMN38110686;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;8125804;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;20/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Transition|outside_OWF;seawater;SRX22718193;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.52077 N 2.852427 E;NJ2021_ftWT2bis_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWT2bis_7_1;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1040;112_095_211208_999_2870_455_01_3331;0.45;SRP475428;not applicable;23.3;;;;
SRR27026509;AMPLICON;502;2292313;PRJNA1032405;SAMN38110334;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1551819;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;21/09/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX22718192;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.331717 N 2.734417 E;NJ2021_20_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;20_2_3;2023-12-02T05:51:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;980;112_095_220202_999_3006_455_03_3331;0.45;SRP475428;not applicable;188.525;;;;
SRR27026510;AMPLICON;478;8373374;PRJNA1032405;SAMN38110546;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;5282239;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718191;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.562128 N 2.743778 E;NJ2021_ftWBB02b_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02b_1_2;2023-12-02T06:22:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1070;112_095_211207_999_2950_455_02_3331;0.45;SRP475428;not applicable;16.3;;;;
SRR27026511;AMPLICON;401;2057157;PRJNA1032405;SAMN38110545;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1206161;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718190;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.562128 N 2.743778 E;NJ2021_ftWBB02b_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02b_1_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1070;112_095_211207_999_2950_455_01_3331;0.45;SRP475428;not applicable;16.3;;;;
SRR27026512;AMPLICON;375;11684004;PRJNA1032405;SAMN38110544;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;6299147;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718189;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_5_3;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211206_999_2852_455_03_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026513;AMPLICON;484;267360;PRJNA1032405;SAMN38110543;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;236741;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718188;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_5_2;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211206_999_2852_455_02_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026514;AMPLICON;398;6327719;PRJNA1032405;SAMN38110542;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3588927;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718187;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_5_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211206_999_2852_455_01_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026515;AMPLICON;407;4881575;PRJNA1032405;SAMN38110541;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2879580;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718186;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_4_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_4_3;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211209_999_2851_455_03_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026516;AMPLICON;478;1987269;PRJNA1032405;SAMN38110540;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1325941;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718185;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_4_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_4_2;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211209_999_2851_455_02_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026517;AMPLICON;416;1880556;PRJNA1032405;SAMN38110539;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1164771;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718184;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.5825 N 2.755267 E;NJ2021_ftWBB02_4_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_4_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1010;112_095_211209_999_2851_455_01_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026518;AMPLICON;463;44919948;PRJNA1032405;SAMN38110538;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;27840982;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718183;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582503 N 2.755263 E;NJ2021_ftWBB02_3_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_3_3;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211213_999_2850_455_03_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026519;AMPLICON;510;42562040;PRJNA1032405;SAMN38110537;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;27372192;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718182;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582503 N 2.755263 E;NJ2021_ftWBB02_3_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_3_2;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211213_999_2850_455_02_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026520;AMPLICON;516;4274118;PRJNA1032405;SAMN38110333;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2841569;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;21/09/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX22718181;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.331717 N 2.734417 E;NJ2021_20_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;20_2_2;2023-12-02T05:51:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;980;112_095_220202_999_3006_455_02_3331;0.45;SRP475428;not applicable;188.525;;;;
SRR27026521;AMPLICON;479;23049931;PRJNA1032405;SAMN38110536;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;14477737;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718180;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582503 N 2.755263 E;NJ2021_ftWBB02_3_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_3_1;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211213_999_2850_455_01_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026522;AMPLICON;509;62805228;PRJNA1032405;SAMN38110535;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;37697211;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718179;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582505 N 2.755262 E;NJ2021_ftWBB02_2_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_2_3;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1000;112_095_211208_999_2849_455_03_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026523;AMPLICON;511;80377217;PRJNA1032405;SAMN38110534;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;47597228;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718178;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582505 N 2.755262 E;NJ2021_ftWBB02_2_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_2_2;2023-12-02T05:53:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1000;112_095_211208_999_2849_455_02_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026524;AMPLICON;511;77073128;PRJNA1032405;SAMN38110533;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;45545485;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718177;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582505 N 2.755262 E;NJ2021_ftWBB02_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_2_1;2023-12-02T05:53:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1000;112_095_211208_999_2849_455_01_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026525;AMPLICON;392;5379726;PRJNA1032405;SAMN38110532;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;3068436;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718176;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582507 N 2.755258 E;NJ2021_ftWBB02_1_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_1_3;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211208_999_2848_455_03_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026526;AMPLICON;494;7619930;PRJNA1032405;SAMN38110531;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;4873618;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718175;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582507 N 2.755258 E;NJ2021_ftWBB02_1_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_1_2;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211208_999_2848_455_02_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026527;AMPLICON;440;2494917;PRJNA1032405;SAMN38110530;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;1556838;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718174;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.582507 N 2.755258 E;NJ2021_ftWBB02_1_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB02_1_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1020;112_095_211208_999_2848_455_01_3331;0.45;SRP475428;not applicable;18.6;;;;
SRR27026528;AMPLICON;447;25983329;PRJNA1032405;SAMN38110529;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;15963662;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718173;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.569592 N 2.77087 E;NJ2021_ftWBB01_5_3;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB01_5_3;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211207_999_2948_455_03_3331;0.45;SRP475428;not applicable;31.1;;;;
SRR27026529;AMPLICON;498;31568487;PRJNA1032405;SAMN38110528;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;20213433;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718172;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.569592 N 2.77087 E;NJ2021_ftWBB01_5_2;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB01_5_2;2023-12-02T05:52:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211207_999_2948_455_02_3331;0.45;SRP475428;not applicable;31.1;;;;
SRR27026530;AMPLICON;425;3689818;PRJNA1032405;SAMN38110527;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;2242666;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;24/11/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Offshore|outside_OWF;seawater;SRX22718171;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.569592 N 2.77087 E;NJ2021_ftWBB01_5_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;ftWBB01_5_1;2023-12-02T05:51:00Z;1;Niskin bottle;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;1030;112_095_211207_999_2948_455_01_3331;0.45;SRP475428;not applicable;31.1;;;;
SRR27026531;AMPLICON;510;1037888;PRJNA1032405;SAMN38110332;MIMARKS.survey,MIGS/MIMS/MIMARKS.water;740527;ROYAL BELGIAN INSTITUTE OF NATURAL SCIENCES;21/09/2021;public;fastq,run.zq,sra;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;bottom;marine;Coastal;seawater;SRX22718170;Belgium;Europe;Belgium: North Sea;Illumina MiSeq;51.331717 N 2.734417 E;NJ2021_20_2_1;PAIRED;PCR;METAGENOMIC;seawater metagenome;ILLUMINA;2023-12-02T00:00:00Z;20_2_1;2023-12-02T05:51:00Z;1;Niskin caroussel;MiFish_U/E_F-tag|MiFish_U/E_R-tag;2000;980;112_095_220202_999_3006_455_01_3331;0.45;SRP475428;not applicable;188.525;;;;
